Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,incr2015,incr2014,incr2013,incr3year,incr6year
CYAN,Cyanotech Corporation,5.086,28465309.542,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan,-21.64,38.55,-9.2,2.74,2.74
CYBR,CyberArk Software Ltd.,38.29,1214555736.8,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr,21.8,30.47,,51.48,51.48
CYBE,CyberOptics Corporation,8.47,57009122.17,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe,-26.16,42.57,0.31,18.24,18.24
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.4201,14578692.491,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc,-24.24,-84.95,-21.79,-90.69,-90.69
CYCCP,"Cyclacel Pharmaceuticals, Inc.",3.91,1310917.43,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp,-5.76,-21.72,1.51,-48.6,-48.6
CBAY,Cymabay Therapeutics Inc.,1.61,37749674.83,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay,-83.1,7.67,,-81.22,-81.22
CYNA,Cynapsus Therapeutics Inc.,14.87,180901832.59,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyna,-8.11,9.89,50.0,91.12,91.12
CYNO,"Cynosure, Inc.",39.28,892665810.24,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno,47.96,3.72,3.8,75.18,75.18
CY,Cypress Semiconductor Corporation,8.5,2837493009.5,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy,-32.18,46.34,8.15,10.05,10.05
CYRN,CYREN Ltd.,1.45,45525418.0,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn,-15.84,-42.62,-2.61,-44.63,-44.63
CONE,CyrusOne Inc,36.55,2421287864.3,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone,37.52,31.15,6.49,96.03,96.03
CYTK,"Cytokinetics, Incorporated",9.47,367883646.9,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk,34.1,-23.07,2.08,55.65,55.65
CTMX,"CytomX Therapeutics, Inc.",14.21,511905189.32,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx,68.31,,,68.31,68.31
CYTX,Cytori Therapeutics Inc,0.17,26942483.15,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx,-62.75,-82.31,-13.73,-93.79,-93.79
CTSO,Cytosorbents Corporation,4.745,120360118.385,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso,-31.4,100.0,,1.27,1.27
CYTR,CytRx Corporation,2.05,136284133.25,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr,-25.98,-65.59,208.33,22.69,22.69
TVIZ,Daily 2X VIX Med-Term ETN Velocityshares,15.97,678597.24,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tviz,-40.0,-33.87,-62.93,-85.96,-85.96
TVIX,Daily 2X VIX ST ETN Velocityshares,9.4,130870719.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/tvix,-77.72,-61.0,-88.45,-99.05,-99.05
ZIV,Daily Inverse VIX Mt ETN Velocityshares,37.8,34776000.0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ziv,0.66,5.96,47.46,59.01,59.01
XIV,Daily Inverse VIX ST ETN Velocityshares,20.45,317258907.35,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/xiv,-15.16,-11.41,73.24,31.77,31.77
DJCO,Daily Journal Corp. (S.C.),191.03,263763908.38,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco,-4.81,46.34,71.64,101.0,101.0
DAKT,"Daktronics, Inc.",7.43,326590093.14,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt,-24.06,-16.79,37.86,-16.87,-16.87
DAIO,Data I/O Corporation,2.51,19938737.2,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio,-22.94,21.66,46.28,34.04,34.04
DTLK,Datalink Corporation,6.6,153479548.2,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk,-46.07,22.13,19.61,-25.93,-25.93
DRAM,Dataram Corporation,0.69,2842216.26,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram,-55.41,-43.51,9.92,-73.81,-73.81
DWCH,Datawatch Corporation,5.47,63678747.91,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch,-24.97,-73.59,166.03,-54.14,-54.14
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",39.51,1640134260.27,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play,52.28,51.5,,141.55,141.55
DTEA,DAVIDsTEA Inc.,11.17,267990327.24,n/a,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea,-54.11,,,-54.11,-54.11
DWSN,Dawson Geophysical Company,3.1,66871690.3,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn,-45.85,-66.37,-9.51,-85.7,-85.7
DBVT,DBV Technologies S.A.,33.08,755284941.76,22832072,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt,33.89,4.44,,34.48,34.48
DHRM,Dehaier Medical Systems Limited,1.89,11048325.75,n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm,-22.87,-41.61,115.46,16.49,16.49
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",14.54,338886237.26,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg,-30.77,-3.9,60.81,11.72,11.72
TACO,"Del Taco Restaurants, Inc.",9.8,380263765.0,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco,9.79,1.35,,10.94,10.94
DCTH,"Delcath Systems, Inc.",0.52,11317213.44,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth,-67.95,-71.98,-81.43,-97.77,-97.77
DGAS,"Delta Natural Gas Company, Inc.",21.15,149423311.8,n/a,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas,5.84,0.0,17.08,20.21,20.21
DELT,Delta Technology Holdings Limited,1.3,12437144.2,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt,-90.32,,,-90.32,-90.32
DENN,Denny&#39;s Corporation,9.02,726534300.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn,-3.34,45.6,37.0,86.53,86.53
XRAY,DENTSPLY International Inc.,56.99,7970991436.07,n/a,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray,15.96,6.67,21.39,54.96,54.96
DEPO,"Depomed, Inc.",15.44,933832677.04,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo,4.8,39.32,66.72,178.07,178.07
DSCI,"Derma Sciences, Inc.",3.7,95484231.3,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci,-48.94,-21.2,-11.26,-63.5,-63.5
DERM,"Dermira, Inc.",30.72,919106426.88,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm,78.31,13.83,,122.57,122.57
DEST,Destination Maternity Corporation,7.19,99642169.22,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest,-39.7,-43.33,37.0,-56.54,-56.54
DXLG,"Destination XL Group, Inc.",4.67,237295224.94,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg,4.94,-14.19,51.28,28.07,28.07
DSWL,"Deswell Industries, Inc.",1.43,22960421.77,n/a,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl,-15.32,-22.69,-4.71,-27.44,-27.44
DTRM,"Determine, Inc. ",2.05,22830220.65,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm,-53.75,-27.35,-24.56,-69.28,-69.28
DXCM,"DexCom, Inc.",79.6,6471077064.8,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm,40.75,47.13,134.82,452.63,452.63
DMND,"Diamond Foods, Inc.",39.12,1233697826.16,n/a,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd,42.15,9.05,86.49,184.5,184.5
DHIL,"Diamond Hill Investment Group, Inc.",182.36,621365804.88,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil,46.46,19.38,76.98,202.72,202.72
FANG,"Diamondback Energy, Inc.",60.76,4052874523.04,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang,8.18,27.59,126.95,208.72,208.72
DCIX,Diana Containerships Inc.,0.6601,48775172.5181,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix,-62.36,-46.07,-27.87,-84.76,-84.76
DRNA,"Dicerna Pharmaceuticals, Inc.",9.09,187191433.53,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna,-35.84,-57.22,,-71.13,-71.13
DGII,Digi International Inc.,10.74,271714052.4,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii,32.48,-25.74,25.51,16.12,16.12
DMRC,Digimarc Corporation,34.05,303346478.7,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc,31.38,17.73,-10.49,69.02,69.02
DRAD,Digirad Corporation,5.5,106788385.0,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad,38.47,24.13,79.5,217.25,217.25
DGLY,"Digital Ally, Inc.",5.79,29994984.99,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly,-53.56,66.06,170.34,93.27,93.27
APPS,"Digital Turbine, Inc.",1.2,79286725.2,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps,-59.08,18.73,-21.97,-62.54,-62.54
DCOM,"Dime Community Bancshares, Inc.",16.41,612104257.26,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom,17.16,-1.62,20.64,35.55,35.55
DMTX,"Dimension Therapeutics, Inc.",9.76,243969948.96,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx,-7.92,,,-7.92,-7.92
DIOD,Diodes Incorporated,20.16,979591777.92,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod,-15.51,14.82,26.38,26.54,26.54
DPRX,"Dipexium Pharmaceuticals, Inc.",9.1,93740137.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx,-13.85,-7.61,,-16.42,-16.42
DISCA,"Discovery Communications, Inc.",26.01,11196861243.4,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca,-16.7,-19.69,29.96,-23.4,-23.4
DISCB,"Discovery Communications, Inc.",25.56,11003143920.8,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb,-25.12,-16.13,34.02,-21.3,-21.3
DISCK,"Discovery Communications, Inc.",25,10762073475.0,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck,-19.09,-13.76,32.26,-18.76,-18.76
DSCO,"Discovery Laboratories, Inc.",0.19,21292306.87,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco,-84.33,-48.56,1.34,-90.63,-90.63
DISH,DISH Network Corporation,53.81,24926686273.4,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish,-20.35,26.32,59.62,57.91,57.91
DVCR,Diversicare Healthcare Services Inc.,8.94,55956818.88,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr,-8.55,88.79,-3.88,67.45,67.45
SAUC,"Diversified Restaurant Holdings, Inc.",1.72,45213669.24,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc,-54.91,-9.75,19.5,-43.75,-43.75
DLHC,DLH Holdings Corp.,3.5101,33523336.4136,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc,73.55,16.77,112.5,483.33,483.33
DNBF,DNB Financial Corp,27.95,78537180.15,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf,39.02,6.86,26.93,84.82,84.82
DLTR,"Dollar Tree, Inc.",77.79,18264776717.1,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr,11.17,25.87,48.4,102.57,102.57
DGICA,"Donegal Group, Inc.",13.78,386875677.24,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica,-10.5,9.06,17.11,12.66,12.66
DGICB,"Donegal Group, Inc.",15.6272,438736109.098,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb,-21.34,-4.89,22.69,-8.48,-8.48
DMLP,"Dorchester Minerals, L.P.",9.7,297551680.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp,-59.13,4.44,25.03,-45.16,-45.16
DORM,"Dorman Products, Inc.",43.4,1540594885.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm,-0.34,-9.31,56.93,36.13,36.13
EAGL,Double Eagle Acquisition Corp.,9.6,600000000.0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl,-1.65,,,-1.65,-1.65
EAGLU,Double Eagle Acquisition Corp.,10.01,0.0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu,-0.5,,,-0.5,-0.5
DRWI,DragonWave Inc,0.1039,7843167.2506,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi,-89.42,-38.36,-38.15,-95.58,-95.58
DWA,"Dreamworks Animation SKG, Inc.",24.49,2104879940.52,n/a,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa,14.94,-34.59,115.36,57.71,57.71
DRYS,DryShips Inc.,0.1157,77757841.9397,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys,-83.65,-68.73,101.42,-91.44,-91.44
DSKX,"DS Healthcare Group, Inc.",2.5,48062287.5,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx,213.41,-71.07,-24.65,-20.92,-20.92
DSPG,"DSP Group, Inc.",8.74,189153466.02,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg,-10.61,6.55,53.81,53.0,53.0
CADT,DT Asia Investments Limited,10.02,89451856.62,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadt,2.97,0.51,,3.28,3.28
CADTU,DT Asia Investments Limited,10.15,0.0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadtu,1.2,0.1,,1.0,1.0
CADTW,DT Asia Investments Limited,0.1,0.0,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/cadtw,-20.0,4.17,,-16.67,-16.67
DTSI,"DTS, Inc.",21.96,379099542.6,n/a,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi,-20.3,32.92,35.96,29.7,29.7
DLTH,Duluth Holdings Inc.,13.99,452100028.58,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth,6.89,,,6.89,6.89
DNKN,"Dunkin&#39; Brands Group, Inc.",38.27,3545315961.2,n/a,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn,-0.25,-7.17,40.58,31.69,31.69
DRRX,Durect Corporation,1.6,192840296.0,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx,151.14,-56.54,81.25,130.21,130.21
DXPE,"DXP Enterprises, Inc.",18.92,272422420.16,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe,-52.2,-53.42,118.2,-55.58,-55.58
DYAX,Dyax Corp.,37.74,5552611965.42,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax,163.26,67.98,125.59,1006.47,1006.47
BOOM,Dynamic Materials Corporation,6.17,87575017.94,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom,-52.48,-26.87,40.96,-52.94,-52.94
DYSL,Dynasil Corporation of America,1.67,27765075.98,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl,28.87,29.52,11.88,81.19,81.19
DYNT,Dynatronics Corporation,2.75,7349793.0,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt,-22.11,-8.98,37.05,-2.95,-2.95
DVAX,Dynavax Technologies Corporation,26.79,1029413170.83,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax,36.42,-10.72,-40.0,-26.79,-26.79
ETFC,E*TRADE Financial Corporation,26.71,7825174879.35,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc,28.37,14.83,111.9,209.39,209.39
EBMT,"Eagle Bancorp Montana, Inc.",11.99,45285222.84,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt,16.01,0.58,3.31,23.68,23.68
EGBN,"Eagle Bancorp, Inc.",48.04,1607754295.68,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn,51.52,17.81,57.87,163.74,163.74
EGLE,Eagle Bulk Shipping Inc.,2.66,101697263.64,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle,-74.57,289.73,92.04,55.75,55.75
EGRX,"Eagle Pharmaceuticals, Inc.",81.92,1277120020.48,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx,387.2,38.36,,592.73,592.73
ELNK,EarthLink Holdings Corp.,6.385,663116390.595,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk,76.81,-9.13,-17.23,28.52,28.52
EWBC,"East West Bancorp, Inc.",37.52,5399162480.88,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc,13.89,14.83,57.18,96.6,96.6
EACQ,Easterly Acquisition Corp.,9.69,242250000.0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacq,0.0,,,0.0,0.0
EML,Eastern Company (The),18.24,113934554.88,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml,2.56,17.27,4.73,28.09,28.09
EVBS,"Eastern Virginia Bankshares, Inc.",6.8,88600940.0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs,12.89,-5.04,28.18,31.78,31.78
EBAY,eBay Inc.,25.75,30916837384.2,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay,17.37,7.76,-0.82,21.59,21.59
EBIX,"Ebix, Inc.",29.35,991064208.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix,56.31,21.89,-13.37,103.47,103.47
ELON,Echelon Corporation,5.4,23846891.4,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon,-63.38,-24.44,-15.02,-77.71,-77.71
ECHO,"Echo Global Logistics, Inc.",20.65,639001694.8,n/a,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo,-23.09,37.77,8.4,7.03,7.03
ECTE,"Echo Therapeutics, Inc.",1.32,14688025.44,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte,-31.07,-60.64,-73.92,-89.08,-89.08
SATS,EchoStar Corporation,35.21,3260219740.54,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats,-24.48,2.7,44.83,13.33,13.33
EEI,"Ecology and Environment, Inc.",9.92,42568823.04,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei,17.21,-16.11,2.21,2.85,2.85
ECACU,E-compass Acquisition Corp.,10,0.0,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacu,-0.3,,,-0.3,-0.3
ESES,"Eco-Stim Energy Solutions, Inc.",2.71,36713353.73,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses,-50.47,-35.1,,-68.7,-68.7
EDAP,EDAP TMS S.A.,3.8,96725253.2,25454014,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap,41.92,-25.76,6.86,49.1,49.1
EDGE,"Edge Therapeutics, Inc.",12.85,370219358.25,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge,-28.49,,,-28.49,-28.49
EDGW,"Edgewater Technology, Inc.",7.93,93324791.82,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw,4.98,25.42,63.33,90.71,90.71
EDUC,Educational Development Corporation,9.5,38544958.0,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ,112.39,66.42,-5.97,247.05,247.05
EFUT,eFuture Information Technology Inc.,8.4,40812668.4,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut,127.04,-6.22,16.13,120.84,120.84
EGAN,eGain Corporation,3.83,103524877.02,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan,-15.14,-50.0,134.06,-6.99,-6.99
EGLT,Egalet Corporation,9.87,247337008.38,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt,122.18,-56.83,,-8.17,-8.17
EHTH,"eHealth, Inc.",10.1,182986386.4,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth,-54.8,-57.71,102.54,-58.42,-58.42
LOCO,"El Pollo Loco Holdings, Inc.",12.34,472429927.9,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco,-46.14,-15.69,,-47.44,-47.44
EMITF,Elbit Imaging Ltd.,0.6985,19259341.6565,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf,-68.25,-91.92,-28.65,-98.19,-98.19
ESLT,Elbit Systems Ltd.,85.9,3669420193.2,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt,47.69,2.52,53.8,139.72,139.72
ERI,"Eldorado Resorts, Inc.",10.66,495100438.04,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri,162.84,-8.18,,150.0,150.0
ELRC,Electro Rent Corporation,8.76,211359028.68,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc,-27.59,-14.61,26.81,-28.51,-28.51
ESIO,"Electro Scientific Industries, Inc.",5.42,168201347.78,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio,-30.24,-21.18,5.07,-44.66,-44.66
EA,Electronic Arts Inc.,63.13,19621299065.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea,44.64,103.69,59.27,382.58,382.58
EFII,"Electronics for Imaging, Inc.",41.71,1989722620.01,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii,16.82,8.3,95.78,137.62,137.62
ELSE,"Electro-Sensors, Inc.",3.74,12699248.54,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else,-13.94,-3.69,3.79,-6.41,-6.41
